;,ENVI Out,put,of RO,Is (5.5.1),[Tue Nov 05,11:47:24 20,19],,,
,1201  1,226,999,772412.89,2049882.93,18.521948,-72.419733,96,109,120
,1202  1,227,999,772412.97,2049882.93,18.521948,-72.419733,99,110,125
,1203  1,228,999,772413.05,2049882.93,18.521948,-72.419732,103,111,133
,1204  1,229,999,772413.13,2049882.93,18.521948,-72.419731,104,119,140
,1205  1,230,999,772413.21,2049882.93,18.521948,-72.41973,105,129,147
,1206  1,231,999,772413.29,2049882.93,18.521948,-72.41973,107,133,150
,1207  1,232,999,772413.37,2049882.93,18.521948,-72.419729,104,134,152
,1208  1,233,999,772413.45,2049882.93,18.521948,-72.419728,101,130,153
,1209  1,234,999,772413.53,2049882.93,18.521948,-72.419727,98,119,148
,1210  1,235,999,772413.61,2049882.93,18.521948,-72.419727,96,116,143
,1211  1,236,999,772413.69,2049882.93,18.521948,-72.419726,95,118,138
,1212  1,238,999,772413.85,2049882.93,18.521948,-72.419724,93,115,129
,1213  1,229,1000,772413.13,2049882.85,18.521948,-72.419731,109,124,146
,1214  1,225,1000,772412.81,2049882.85,18.521948,-72.419734,94,108,123
,1215  1,226,1000,772412.89,2049882.85,18.521948,-72.419733,98,110,126
,1216  1,227,1000,772412.97,2049882.85,18.521948,-72.419733,103,112,131
,1217  1,228,1000,772413.05,2049882.85,18.521948,-72.419732,109,116,139
,1218  1,230,1000,772413.21,2049882.85,18.521948,-72.41973,107,132,151
,1219  1,231,1000,772413.29,2049882.85,18.521948,-72.41973,105,132,151
,1220  1,232,1000,772413.37,2049882.85,18.521948,-72.419729,102,128,149
,1221  1,233,1000,772413.45,2049882.85,18.521948,-72.419728,100,123,148
,1222  1,234,1000,772413.53,2049882.85,18.521948,-72.419727,97,117,147
,1223  1,235,1000,772413.61,2049882.85,18.521948,-72.419727,96,114,146
,1224  1,236,1000,772413.69,2049882.85,18.521947,-72.419726,95,113,144
,1225  1,237,1000,772413.77,2049882.85,18.521947,-72.419725,95,117,139
,1226  1,238,1000,772413.85,2049882.85,18.521947,-72.419724,93,115,135
,1227  1,239,1000,772413.93,2049882.85,18.521947,-72.419724,91,111,130
,1228  1,240,1000,772414.01,2049882.85,18.521947,-72.419723,88,111,122
,1229  1,233,1001,772413.45,2049882.77,18.521947,-72.419728,98,118,140
,1230  1,234,1001,772413.53,2049882.77,18.521947,-72.419727,96,117,144
,1231  1,235,1001,772413.61,2049882.77,18.521947,-72.419727,95,115,148
,1232  1,236,1001,772413.69,2049882.77,18.521947,-72.419726,95,112,151
,1233  1,237,1001,772413.77,2049882.77,18.521947,-72.419725,96,116,144
,1234  1,238,1001,772413.85,2049882.77,18.521947,-72.419724,95,116,136
,1235  1,239,1001,772413.93,2049882.77,18.521947,-72.419724,93,112,129
,1236  1,240,1001,772414.01,2049882.77,18.521947,-72.419723,90,109,124
,1237  1,241,1001,772414.09,2049882.77,18.521947,-72.419722,89,109,119
,1238  1,234,1002,772413.53,2049882.69,18.521946,-72.419727,92,120,142
,1239  1,235,1002,772413.61,2049882.69,18.521946,-72.419727,93,121,152
,1240  1,236,1002,772413.69,2049882.69,18.521946,-72.419726,96,121,158
,1241  1,237,1002,772413.77,2049882.69,18.521946,-72.419725,99,123,147
,1242  1,238,1002,772413.85,2049882.69,18.521946,-72.419724,99,121,138
,1243  1,239,1002,772413.93,2049882.69,18.521946,-72.419724,96,117,129
,1244  1,240,1002,772414.01,2049882.69,18.521946,-72.419723,94,107,126
,1245  1,241,1002,772414.09,2049882.69,18.521946,-72.419722,93,105,123
,1246  1,242,1002,772414.17,2049882.69,18.521946,-72.419721,92,110,120
,1247  1,243,1002,772414.26,2049882.69,18.521946,-72.419721,92,104,118
,1248  1,235,1003,772413.61,2049882.61,18.521945,-72.419727,92,122,147
,1249  1,236,1003,772413.69,2049882.61,18.521945,-72.419726,97,131,157
,1250  1,237,1003,772413.77,2049882.61,18.521945,-72.419725,103,131,150
,1251  1,238,1003,772413.85,2049882.61,18.521945,-72.419724,103,130,143
,1252  1,239,1003,772413.93,2049882.61,18.521945,-72.419724,100,127,137
,1253  1,240,1003,772414.01,2049882.61,18.521945,-72.419723,97,117,135
,1254  1,241,1003,772414.09,2049882.61,18.521945,-72.419722,96,114,133
,1255  1,242,1003,772414.17,2049882.61,18.521945,-72.419721,95,117,131
,1256  1,243,1003,772414.26,2049882.61,18.521945,-72.419721,94,111,130
,1257  1,244,1003,772414.34,2049882.61,18.521945,-72.41972,93,107,129
,1258  1,235,1004,772413.61,2049882.53,18.521945,-72.419727,90,120,139
,1259  1,236,1004,772413.69,2049882.53,18.521945,-72.419726,98,136,153
,1260  1,237,1004,772413.77,2049882.53,18.521945,-72.419725,105,137,151
,1261  1,238,1004,772413.85,2049882.53,18.521945,-72.419724,105,138,150
,1262  1,239,1004,772413.93,2049882.53,18.521945,-72.419724,102,138,148
,1263  1,240,1004,772414.01,2049882.53,18.521945,-72.419723,99,129,146
,1264  1,241,1004,772414.09,2049882.53,18.521945,-72.419722,98,125,144
,1265  1,242,1004,772414.17,2049882.53,18.521945,-72.419721,97,124,143
,1266  1,243,1004,772414.26,2049882.53,18.521945,-72.419721,96,118,142
,1267  1,244,1004,772414.34,2049882.53,18.521945,-72.41972,95,114,141
,1268  1,245,1004,772414.42,2049882.53,18.521944,-72.419719,93,111,139
,1269  1,236,1005,772413.69,2049882.45,18.521944,-72.419726,95,126,149
,1270  1,237,1005,772413.77,2049882.45,18.521944,-72.419725,100,139,153
,1271  1,238,1005,772413.85,2049882.45,18.521944,-72.419724,99,139,158
,1272  1,239,1005,772413.93,2049882.45,18.521944,-72.419724,97,135,161
,1273  1,240,1005,772414.01,2049882.45,18.521944,-72.419723,95,132,158
,1274  1,241,1005,772414.09,2049882.45,18.521944,-72.419722,94,127,156
,1275  1,242,1005,772414.17,2049882.45,18.521944,-72.419721,94,123,155
,1276  1,243,1005,772414.26,2049882.45,18.521944,-72.419721,95,122,153
,1277  1,244,1005,772414.34,2049882.45,18.521944,-72.41972,94,120,152
,1278  1,245,1005,772414.42,2049882.45,18.521944,-72.419719,92,117,151
,1279  1,246,1005,772414.5,2049882.45,18.521944,-72.419718,89,113,135
,1280  1,237,1006,772413.77,2049882.37,18.521943,-72.419725,94,129,145
,1281  1,238,1006,772413.85,2049882.37,18.521943,-72.419724,93,132,152
,1282  1,239,1006,772413.93,2049882.37,18.521943,-72.419724,92,131,156
,1283  1,240,1006,772414.01,2049882.37,18.521943,-72.419723,91,127,154
,1284  1,241,1006,772414.09,2049882.37,18.521943,-72.419722,91,123,152
,1285  1,242,1006,772414.17,2049882.37,18.521943,-72.419721,93,119,151
,1286  1,243,1006,772414.26,2049882.37,18.521943,-72.419721,94,120,150
,1287  1,244,1006,772414.34,2049882.37,18.521943,-72.41972,93,122,150
,1288  1,245,1006,772414.42,2049882.37,18.521943,-72.419719,90,123,148
,1289  1,246,1006,772414.5,2049882.37,18.521943,-72.419718,87,114,133
,1290  1,237,1007,772413.77,2049882.29,18.521942,-72.419725,88,114,132
,1291  1,238,1007,772413.85,2049882.29,18.521942,-72.419724,88,120,139
,1292  1,239,1007,772413.93,2049882.29,18.521942,-72.419724,87,123,143
,1293  1,240,1007,772414.01,2049882.29,18.521942,-72.419723,87,119,142
,1294  1,241,1007,772414.09,2049882.29,18.521942,-72.419722,88,115,140
,1295  1,242,1007,772414.17,2049882.29,18.521942,-72.419721,90,113,140
,1296  1,243,1007,772414.26,2049882.29,18.521942,-72.419721,93,115,141
,1297  1,244,1007,772414.34,2049882.29,18.521942,-72.41972,91,121,141
,1298  1,245,1007,772414.42,2049882.29,18.521942,-72.419719,88,126,140
,1299  1,246,1007,772414.5,2049882.29,18.521942,-72.419718,85,112,127
,1300  1,237,1008,772413.77,2049882.21,18.521942,-72.419725,80,101,118
,1301  1,238,1008,772413.85,2049882.21,18.521942,-72.419724,81,106,126
,1302  1,239,1008,772413.93,2049882.21,18.521942,-72.419724,81,110,132
,1303  1,240,1008,772414.01,2049882.21,18.521942,-72.419723,82,109,130
,1304  1,241,1008,772414.09,2049882.21,18.521942,-72.419722,84,107,130
,1305  1,242,1008,772414.17,2049882.21,18.521942,-72.419721,86,106,130
,1306  1,243,1008,772414.26,2049882.21,18.521942,-72.419721,88,107,132
,1307  1,244,1008,772414.34,2049882.21,18.521942,-72.41972,87,110,134
,1308  1,245,1008,772414.42,2049882.21,18.521942,-72.419719,85,112,134
,1309  1,246,1008,772414.5,2049882.21,18.521942,-72.419718,83,104,121
,1310  1,237,1009,772413.77,2049882.13,18.521941,-72.419725,72,89,104
,1311  1,238,1009,772413.85,2049882.13,18.521941,-72.419724,74,94,112
,1312  1,239,1009,772413.93,2049882.13,18.521941,-72.419724,76,98,118
,1313  1,240,1009,772414.01,2049882.13,18.521941,-72.419723,78,99,119
,1314  1,241,1009,772414.09,2049882.13,18.521941,-72.419722,80,99,119
,1315  1,242,1009,772414.17,2049882.13,18.521941,-72.419721,81,99,120
,1316  1,243,1009,772414.26,2049882.13,18.521941,-72.419721,83,100,122
,1317  1,244,1009,772414.34,2049882.13,18.521941,-72.41972,82,102,124
,1318  1,245,1009,772414.42,2049882.13,18.521941,-72.419719,81,103,124
,1319  1,246,1009,772414.5,2049882.13,18.521941,-72.419718,80,98,115
,1320  1,237,1010,772413.77,2049882.05,18.52194,-72.419725,66,77,91
,1321  1,238,1010,772413.85,2049882.05,18.52194,-72.419724,69,84,98
,1322  1,239,1010,772413.93,2049882.05,18.52194,-72.419724,72,89,103
,1323  1,240,1010,772414.01,2049882.05,18.52194,-72.419723,75,90,107
,1324  1,241,1010,772414.09,2049882.05,18.52194,-72.419722,76,92,110
,1325  1,242,1010,772414.17,2049882.05,18.52194,-72.419721,78,93,113
,1326  1,243,1010,772414.26,2049882.05,18.52194,-72.419721,79,95,114
,1327  1,244,1010,772414.34,2049882.05,18.52194,-72.41972,79,97,115
,1328  1,245,1010,772414.42,2049882.05,18.52194,-72.419719,79,97,115
,1329  1,246,1010,772414.5,2049882.05,18.52194,-72.419718,79,93,108
,1330  1,237,1011,772413.77,2049881.97,18.52194,-72.419725,67,69,78
,1331  1,238,1011,772413.85,2049881.97,18.521939,-72.419724,69,75,83
,1332  1,239,1011,772413.93,2049881.97,18.521939,-72.419724,72,79,89
,1333  1,240,1011,772414.01,2049881.97,18.521939,-72.419723,75,82,95
,1334  1,241,1011,772414.09,2049881.97,18.521939,-72.419722,76,86,101
,1335  1,242,1011,772414.17,2049881.97,18.521939,-72.419721,78,89,105
,1336  1,243,1011,772414.26,2049881.97,18.521939,-72.419721,79,90,105
,1337  1,244,1011,772414.34,2049881.97,18.521939,-72.41972,80,92,106
,1338  1,245,1011,772414.42,2049881.97,18.521939,-72.419719,80,93,105
,1339  1,246,1011,772414.5,2049881.97,18.521939,-72.419718,80,90,101
,1340  1,238,1012,772413.85,2049881.89,18.521939,-72.419724,69,70,81
,1341  1,239,1012,772413.93,2049881.89,18.521939,-72.419724,72,73,86
,1342  1,240,1012,772414.01,2049881.89,18.521939,-72.419723,74,79,92
,1343  1,241,1012,772414.09,2049881.89,18.521939,-72.419722,76,84,98
,1344  1,242,1012,772414.17,2049881.89,18.521939,-72.419721,78,88,103
,1345  1,243,1012,772414.26,2049881.89,18.521939,-72.419721,80,89,104
,1346  1,244,1012,772414.34,2049881.89,18.521939,-72.41972,80,92,105
,1347  1,245,1012,772414.42,2049881.89,18.521939,-72.419719,80,93,106
,1348  1,246,1012,772414.5,2049881.89,18.521939,-72.419718,80,90,103
,1349  1,238,1013,772413.85,2049881.81,18.521938,-72.419724,70,68,86
,1350  1,239,1013,772413.93,2049881.81,18.521938,-72.419724,72,71,88
,1351  1,240,1013,772414.01,2049881.81,18.521938,-72.419723,74,80,94
,1352  1,241,1013,772414.09,2049881.81,18.521938,-72.419722,76,86,100
,1353  1,242,1013,772414.17,2049881.81,18.521938,-72.419721,78,90,105
,1354  1,243,1013,772414.26,2049881.81,18.521938,-72.419721,81,92,108
,1355  1,244,1013,772414.34,2049881.81,18.521938,-72.41972,81,95,110
,1356  1,245,1013,772414.42,2049881.81,18.521938,-72.419719,81,96,112
,1357  1,246,1013,772414.5,2049881.81,18.521938,-72.419718,81,93,111
,1358  1,238,1014,772413.85,2049881.73,18.521937,-72.419724,79,81,90
,1359  1,239,1014,772413.93,2049881.73,18.521937,-72.419724,82,84,90
,1360  1,240,1014,772414.01,2049881.73,18.521937,-72.419723,85,89,96
,1361  1,241,1014,772414.09,2049881.73,18.521937,-72.419722,86,92,102
,1362  1,242,1014,772414.17,2049881.73,18.521937,-72.419721,87,95,108
,1363  1,243,1014,772414.26,2049881.73,18.521937,-72.419721,89,95,111
,1364  1,244,1014,772414.34,2049881.73,18.521937,-72.41972,88,97,115
,1365  1,245,1014,772414.42,2049881.73,18.521937,-72.419719,87,97,118
,1366  1,246,1014,772414.5,2049881.73,18.521937,-72.419718,87,95,118
,1367  1,238,1015,772413.85,2049881.65,18.521937,-72.419724,89,97,105
,1368  1,239,1015,772413.93,2049881.65,18.521937,-72.419724,92,100,107
,1369  1,240,1015,772414.01,2049881.65,18.521937,-72.419723,96,102,112
,1370  1,241,1015,772414.09,2049881.65,18.521937,-72.419722,96,101,117
,1371  1,242,1015,772414.17,2049881.65,18.521937,-72.419721,96,102,121
,1372  1,243,1015,772414.26,2049881.65,18.521937,-72.419721,96,104,124
,1373  1,244,1015,772414.34,2049881.65,18.521937,-72.41972,95,103,126
,1374  1,245,1015,772414.42,2049881.65,18.521937,-72.419719,93,102,129
,1375  1,237,1016,772413.77,2049881.57,18.521936,-72.419725,95,108,129
,1376  1,238,1016,772413.85,2049881.57,18.521936,-72.419724,98,115,130
,1377  1,239,1016,772413.93,2049881.57,18.521936,-72.419724,102,119,133
,1378  1,240,1016,772414.01,2049881.57,18.521936,-72.419723,106,120,136
,1379  1,241,1016,772414.09,2049881.57,18.521936,-72.419722,105,114,140
,1380  1,242,1016,772414.17,2049881.57,18.521936,-72.419721,105,112,143
,1381  1,243,1016,772414.26,2049881.57,18.521936,-72.419721,104,117,143
,1382  1,244,1016,772414.34,2049881.57,18.521936,-72.41972,102,113,142
,1383  1,245,1016,772414.42,2049881.57,18.521936,-72.419719,99,111,143
,1384  1,236,1017,772413.69,2049881.49,18.521935,-72.419726,99,115,143
,1385  1,237,1017,772413.77,2049881.49,18.521935,-72.419725,102,116,148
,1386  1,238,1017,772413.85,2049881.49,18.521935,-72.419724,106,127,155
,1387  1,239,1017,772413.93,2049881.49,18.521935,-72.419724,110,138,159
,1388  1,240,1017,772414.01,2049881.49,18.521935,-72.419723,114,146,161
,1389  1,241,1017,772414.09,2049881.49,18.521935,-72.419722,114,140,164
,1390  1,242,1017,772414.17,2049881.49,18.521935,-72.419721,113,139,165
,1391  1,243,1017,772414.26,2049881.49,18.521935,-72.419721,113,142,161
,1392  1,244,1017,772414.34,2049881.49,18.521935,-72.41972,110,135,159
,1393  1,245,1017,772414.42,2049881.49,18.521935,-72.419719,107,126,157
,1394  1,235,1018,772413.61,2049881.41,18.521934,-72.419727,100,117,146
,1395  1,236,1018,772413.69,2049881.41,18.521934,-72.419726,105,120,151
,1396  1,237,1018,772413.77,2049881.41,18.521934,-72.419725,110,125,161
,1397  1,238,1018,772413.85,2049881.41,18.521934,-72.419724,114,143,171
,1398  1,239,1018,772413.93,2049881.41,18.521934,-72.419724,118,155,176
,1399  1,240,1018,772414.01,2049881.41,18.521934,-72.419723,122,162,178
,1400  1,241,1018,772414.09,2049881.41,18.521934,-72.419722,122,161,180
,1401  1,242,1018,772414.17,2049881.41,18.521934,-72.419721,122,160,179
,1402  1,243,1018,772414.26,2049881.41,18.521934,-72.419721,121,159,174
,1403  1,244,1018,772414.34,2049881.41,18.521934,-72.41972,118,155,170
,1404  1,245,1018,772414.42,2049881.41,18.521934,-72.419719,115,145,168
,1405  1,245,1019,772414.42,2049881.33,18.521934,-72.419719,122,165,175
,1406  1,244,1019,772414.34,2049881.33,18.521934,-72.41972,126,172,178
,1407  1,243,1019,772414.26,2049881.33,18.521934,-72.419721,130,170,182
,1408  1,242,1019,772414.17,2049881.33,18.521934,-72.419721,130,176,186
,1409  1,241,1019,772414.09,2049881.33,18.521934,-72.419722,130,176,188
,1410  1,240,1019,772414.01,2049881.33,18.521934,-72.419723,130,168,186
,1411  1,239,1019,772413.93,2049881.33,18.521934,-72.419724,125,169,185
,1412  1,238,1019,772413.85,2049881.33,18.521934,-72.419725,122,160,179
,1413  1,237,1019,772413.77,2049881.33,18.521934,-72.419725,118,137,166
,1414  1,236,1019,772413.69,2049881.33,18.521934,-72.419726,111,125,153
,1415  1,235,1019,772413.61,2049881.33,18.521934,-72.419727,103,119,147
,1416  1,234,1019,772413.53,2049881.33,18.521934,-72.419728,96,119,154
,1417  1,233,1020,772413.45,2049881.25,18.521933,-72.419728,103,127,168
,1418  1,234,1020,772413.53,2049881.25,18.521933,-72.419728,101,123,158
,1419  1,235,1020,772413.61,2049881.25,18.521933,-72.419727,107,125,148
,1420  1,236,1020,772413.69,2049881.25,18.521933,-72.419726,111,129,155
,1421  1,237,1020,772413.77,2049881.25,18.521933,-72.419725,116,135,171
,1422  1,238,1020,772413.85,2049881.25,18.521933,-72.419725,120,154,186
,1423  1,239,1020,772413.93,2049881.25,18.521933,-72.419724,124,163,194
,1424  1,240,1020,772414.01,2049881.25,18.521933,-72.419723,129,165,195
,1425  1,241,1020,772414.09,2049881.25,18.521933,-72.419722,127,171,197
,1426  1,242,1020,772414.17,2049881.25,18.521933,-72.419721,126,173,195
,1427  1,243,1020,772414.26,2049881.25,18.521933,-72.419721,125,172,190
,1428  1,244,1020,772414.34,2049881.25,18.521933,-72.41972,122,167,186
,1429  1,245,1020,772414.42,2049881.25,18.521933,-72.419719,120,158,182
,1430  1,232,1021,772413.37,2049881.17,18.521932,-72.419729,111,148,177
,1431  1,233,1021,772413.45,2049881.17,18.521932,-72.419728,109,140,174
,1432  1,234,1021,772413.53,2049881.17,18.521932,-72.419728,107,132,164
,1433  1,235,1021,772413.61,2049881.17,18.521932,-72.419727,110,133,154
,1434  1,236,1021,772413.69,2049881.17,18.521932,-72.419726,112,134,160
,1435  1,237,1021,772413.77,2049881.17,18.521932,-72.419725,115,138,175
,1436  1,238,1021,772413.85,2049881.17,18.521932,-72.419725,119,154,190
,1437  1,239,1021,772413.93,2049881.17,18.521932,-72.419724,123,161,196
,1438  1,240,1021,772414.01,2049881.17,18.521932,-72.419723,127,164,197
,1439  1,241,1021,772414.09,2049881.17,18.521932,-72.419722,125,167,198
,1440  1,242,1021,772414.17,2049881.17,18.521932,-72.419721,123,168,195
,1441  1,243,1021,772414.26,2049881.17,18.521932,-72.419721,121,168,190
,1442  1,244,1021,772414.34,2049881.17,18.521932,-72.41972,119,162,186
,1443  1,245,1021,772414.42,2049881.17,18.521932,-72.419719,117,154,182
,1444  1,231,1022,772413.29,2049881.09,18.521932,-72.41973,119,150,161
,1445  1,232,1022,772413.37,2049881.09,18.521932,-72.419729,116,162,181
,1446  1,233,1022,772413.45,2049881.09,18.521932,-72.419728,114,156,179
,1447  1,234,1022,772413.53,2049881.09,18.521932,-72.419728,113,146,171
,1448  1,235,1022,772413.61,2049881.09,18.521932,-72.419727,113,142,163
,1449  1,236,1022,772413.69,2049881.09,18.521932,-72.419726,113,142,168
,1450  1,237,1022,772413.77,2049881.09,18.521932,-72.419725,114,146,178
,1451  1,238,1022,772413.85,2049881.09,18.521932,-72.419725,118,160,187
,1452  1,239,1022,772413.93,2049881.09,18.521932,-72.419724,123,164,191
,1453  1,240,1022,772414.01,2049881.09,18.521931,-72.419723,126,163,191
,1454  1,241,1022,772414.09,2049881.09,18.521931,-72.419722,123,164,191
,1455  1,242,1022,772414.17,2049881.09,18.521931,-72.419722,119,162,188
,1456  1,243,1022,772414.26,2049881.09,18.521931,-72.419721,116,160,184
,1457  1,244,1022,772414.34,2049881.09,18.521931,-72.41972,116,156,178
,1458  1,245,1022,772414.42,2049881.09,18.521931,-72.419719,115,152,175
,1459  1,231,1023,772413.29,2049881.01,18.521931,-72.41973,119,150,168
,1460  1,232,1023,772413.37,2049881.01,18.521931,-72.419729,117,159,185
,1461  1,233,1023,772413.45,2049881.01,18.521931,-72.419728,116,158,184
,1462  1,234,1023,772413.53,2049881.01,18.521931,-72.419728,115,153,178
,1463  1,235,1023,772413.61,2049881.01,18.521931,-72.419727,116,145,173
,1464  1,236,1023,772413.69,2049881.01,18.521931,-72.419726,116,142,175
,1465  1,237,1023,772413.77,2049881.01,18.521931,-72.419725,117,142,180
